filename,filepath,relative_path,split,category,ees_score,computation_time_ms,n_qubits,circuit_depth,status
NoImpairment (680).jpg,data\train\No Impairment\NoImpairment (680).jpg,train\No Impairment\NoImpairment (680).jpg,train,No Impairment,1.748,105.7,10,1,success
NoImpairment (681).jpg,data\train\No Impairment\NoImpairment (681).jpg,train\No Impairment\NoImpairment (681).jpg,train,No Impairment,0.00036,128.52,10,1,success
NoImpairment (682).jpg,data\train\No Impairment\NoImpairment (682).jpg,train\No Impairment\NoImpairment (682).jpg,train,No Impairment,0.54632,111.53,10,1,success
NoImpairment (683).jpg,data\train\No Impairment\NoImpairment (683).jpg,train\No Impairment\NoImpairment (683).jpg,train,No Impairment,0.759344,119.1,10,1,success
NoImpairment (684).jpg,data\train\No Impairment\NoImpairment (684).jpg,train\No Impairment\NoImpairment (684).jpg,train,No Impairment,0.774297,166.41,10,1,success
NoImpairment (685).jpg,data\train\No Impairment\NoImpairment (685).jpg,train\No Impairment\NoImpairment (685).jpg,train,No Impairment,1.840244,136.34,10,1,success
NoImpairment (686).jpg,data\train\No Impairment\NoImpairment (686).jpg,train\No Impairment\NoImpairment (686).jpg,train,No Impairment,0.269236,110.89,10,1,success
NoImpairment (687).jpg,data\train\No Impairment\NoImpairment (687).jpg,train\No Impairment\NoImpairment (687).jpg,train,No Impairment,0.203831,130.32,10,1,success
NoImpairment (688).jpg,data\train\No Impairment\NoImpairment (688).jpg,train\No Impairment\NoImpairment (688).jpg,train,No Impairment,0.057538,105.36,10,1,success
NoImpairment (689).jpg,data\train\No Impairment\NoImpairment (689).jpg,train\No Impairment\NoImpairment (689).jpg,train,No Impairment,0.556293,91.82,10,1,success
NoImpairment (69).jpg,data\train\No Impairment\NoImpairment (69).jpg,train\No Impairment\NoImpairment (69).jpg,train,No Impairment,0.203955,102.81,10,1,success
NoImpairment (690).jpg,data\train\No Impairment\NoImpairment (690).jpg,train\No Impairment\NoImpairment (690).jpg,train,No Impairment,0.684361,144.76,10,1,success
NoImpairment (691).jpg,data\train\No Impairment\NoImpairment (691).jpg,train\No Impairment\NoImpairment (691).jpg,train,No Impairment,0.02288,117.67,10,1,success
NoImpairment (692).jpg,data\train\No Impairment\NoImpairment (692).jpg,train\No Impairment\NoImpairment (692).jpg,train,No Impairment,0.177161,114.85,10,1,success
NoImpairment (693).jpg,data\train\No Impairment\NoImpairment (693).jpg,train\No Impairment\NoImpairment (693).jpg,train,No Impairment,0.669583,107.32,10,1,success
NoImpairment (694).jpg,data\train\No Impairment\NoImpairment (694).jpg,train\No Impairment\NoImpairment (694).jpg,train,No Impairment,0.18285,106.04,10,1,success
NoImpairment (695).jpg,data\train\No Impairment\NoImpairment (695).jpg,train\No Impairment\NoImpairment (695).jpg,train,No Impairment,0.740208,104.08,10,1,success
NoImpairment (696).jpg,data\train\No Impairment\NoImpairment (696).jpg,train\No Impairment\NoImpairment (696).jpg,train,No Impairment,0.289828,105.95,10,1,success
NoImpairment (697).jpg,data\train\No Impairment\NoImpairment (697).jpg,train\No Impairment\NoImpairment (697).jpg,train,No Impairment,1.025347,123.23,10,1,success
NoImpairment (698).jpg,data\train\No Impairment\NoImpairment (698).jpg,train\No Impairment\NoImpairment (698).jpg,train,No Impairment,0.868659,108.56,10,1,success
NoImpairment (699).jpg,data\train\No Impairment\NoImpairment (699).jpg,train\No Impairment\NoImpairment (699).jpg,train,No Impairment,1.076781,105.45,10,1,success
NoImpairment (7).jpg,data\train\No Impairment\NoImpairment (7).jpg,train\No Impairment\NoImpairment (7).jpg,train,No Impairment,0.2591,122.34,10,1,success
NoImpairment (70).jpg,data\train\No Impairment\NoImpairment (70).jpg,train\No Impairment\NoImpairment (70).jpg,train,No Impairment,0.957701,110.45,10,1,success
NoImpairment (700).jpg,data\train\No Impairment\NoImpairment (700).jpg,train\No Impairment\NoImpairment (700).jpg,train,No Impairment,0.092222,120.58,10,1,success
NoImpairment (701).jpg,data\train\No Impairment\NoImpairment (701).jpg,train\No Impairment\NoImpairment (701).jpg,train,No Impairment,0.120058,116.14,10,1,success
NoImpairment (702).jpg,data\train\No Impairment\NoImpairment (702).jpg,train\No Impairment\NoImpairment (702).jpg,train,No Impairment,0.287083,96.78,10,1,success
NoImpairment (703).jpg,data\train\No Impairment\NoImpairment (703).jpg,train\No Impairment\NoImpairment (703).jpg,train,No Impairment,1.323753,94.91,10,1,success
NoImpairment (704).jpg,data\train\No Impairment\NoImpairment (704).jpg,train\No Impairment\NoImpairment (704).jpg,train,No Impairment,0.96775,104.04,10,1,success
NoImpairment (705).jpg,data\train\No Impairment\NoImpairment (705).jpg,train\No Impairment\NoImpairment (705).jpg,train,No Impairment,1.039515,104.61,10,1,success
NoImpairment (706).jpg,data\train\No Impairment\NoImpairment (706).jpg,train\No Impairment\NoImpairment (706).jpg,train,No Impairment,0.945417,119.63,10,1,success
NoImpairment (707).jpg,data\train\No Impairment\NoImpairment (707).jpg,train\No Impairment\NoImpairment (707).jpg,train,No Impairment,0.469897,118.29,10,1,success
NoImpairment (708).jpg,data\train\No Impairment\NoImpairment (708).jpg,train\No Impairment\NoImpairment (708).jpg,train,No Impairment,1.029477,108.93,10,1,success
NoImpairment (709).jpg,data\train\No Impairment\NoImpairment (709).jpg,train\No Impairment\NoImpairment (709).jpg,train,No Impairment,1.49522,134.73,10,1,success
NoImpairment (71).jpg,data\train\No Impairment\NoImpairment (71).jpg,train\No Impairment\NoImpairment (71).jpg,train,No Impairment,1.026468,126.55,10,1,success
NoImpairment (710).jpg,data\train\No Impairment\NoImpairment (710).jpg,train\No Impairment\NoImpairment (710).jpg,train,No Impairment,0.289767,108.86,10,1,success
NoImpairment (711).jpg,data\train\No Impairment\NoImpairment (711).jpg,train\No Impairment\NoImpairment (711).jpg,train,No Impairment,1.989952,121.48,10,1,success
NoImpairment (712).jpg,data\train\No Impairment\NoImpairment (712).jpg,train\No Impairment\NoImpairment (712).jpg,train,No Impairment,0.883632,115.51,10,1,success
NoImpairment (713).jpg,data\train\No Impairment\NoImpairment (713).jpg,train\No Impairment\NoImpairment (713).jpg,train,No Impairment,0.839208,96.26,10,1,success
NoImpairment (714).jpg,data\train\No Impairment\NoImpairment (714).jpg,train\No Impairment\NoImpairment (714).jpg,train,No Impairment,0.822944,107.77,10,1,success
NoImpairment (715).jpg,data\train\No Impairment\NoImpairment (715).jpg,train\No Impairment\NoImpairment (715).jpg,train,No Impairment,0.001272,100.31,10,1,success
NoImpairment (716).jpg,data\train\No Impairment\NoImpairment (716).jpg,train\No Impairment\NoImpairment (716).jpg,train,No Impairment,0.002669,91.4,10,1,success
NoImpairment (717).jpg,data\train\No Impairment\NoImpairment (717).jpg,train\No Impairment\NoImpairment (717).jpg,train,No Impairment,0.827362,104.75,10,1,success
NoImpairment (718).jpg,data\train\No Impairment\NoImpairment (718).jpg,train\No Impairment\NoImpairment (718).jpg,train,No Impairment,0.86782,121.49,10,1,success
NoImpairment (719).jpg,data\train\No Impairment\NoImpairment (719).jpg,train\No Impairment\NoImpairment (719).jpg,train,No Impairment,0.33957,121.76,10,1,success
NoImpairment (72).jpg,data\train\No Impairment\NoImpairment (72).jpg,train\No Impairment\NoImpairment (72).jpg,train,No Impairment,1.917424,128.88,10,1,success
NoImpairment (720).jpg,data\train\No Impairment\NoImpairment (720).jpg,train\No Impairment\NoImpairment (720).jpg,train,No Impairment,0.15444,136.49,10,1,success
NoImpairment (721).jpg,data\train\No Impairment\NoImpairment (721).jpg,train\No Impairment\NoImpairment (721).jpg,train,No Impairment,1.972099,142.35,10,1,success
NoImpairment (722).jpg,data\train\No Impairment\NoImpairment (722).jpg,train\No Impairment\NoImpairment (722).jpg,train,No Impairment,0.589018,118.94,10,1,success
NoImpairment (723).jpg,data\train\No Impairment\NoImpairment (723).jpg,train\No Impairment\NoImpairment (723).jpg,train,No Impairment,0.992542,128.16,10,1,success
NoImpairment (724).jpg,data\train\No Impairment\NoImpairment (724).jpg,train\No Impairment\NoImpairment (724).jpg,train,No Impairment,0.798494,123.53,10,1,success
NoImpairment (725).jpg,data\train\No Impairment\NoImpairment (725).jpg,train\No Impairment\NoImpairment (725).jpg,train,No Impairment,0.194355,128.72,10,1,success
NoImpairment (726).jpg,data\train\No Impairment\NoImpairment (726).jpg,train\No Impairment\NoImpairment (726).jpg,train,No Impairment,0.790973,142.56,10,1,success
NoImpairment (727).jpg,data\train\No Impairment\NoImpairment (727).jpg,train\No Impairment\NoImpairment (727).jpg,train,No Impairment,0.235883,125.22,10,1,success
NoImpairment (728).jpg,data\train\No Impairment\NoImpairment (728).jpg,train\No Impairment\NoImpairment (728).jpg,train,No Impairment,0.006513,123.71,10,1,success
NoImpairment (729).jpg,data\train\No Impairment\NoImpairment (729).jpg,train\No Impairment\NoImpairment (729).jpg,train,No Impairment,1.078976,108.34,10,1,success
NoImpairment (73).jpg,data\train\No Impairment\NoImpairment (73).jpg,train\No Impairment\NoImpairment (73).jpg,train,No Impairment,0.047202,109.97,10,1,success
NoImpairment (730).jpg,data\train\No Impairment\NoImpairment (730).jpg,train\No Impairment\NoImpairment (730).jpg,train,No Impairment,0.659925,117.59,10,1,success
NoImpairment (731).jpg,data\train\No Impairment\NoImpairment (731).jpg,train\No Impairment\NoImpairment (731).jpg,train,No Impairment,0.437945,110.15,10,1,success
NoImpairment (732).jpg,data\train\No Impairment\NoImpairment (732).jpg,train\No Impairment\NoImpairment (732).jpg,train,No Impairment,0.880792,111.88,10,1,success
NoImpairment (733).jpg,data\train\No Impairment\NoImpairment (733).jpg,train\No Impairment\NoImpairment (733).jpg,train,No Impairment,0.200235,121.32,10,1,success
NoImpairment (734).jpg,data\train\No Impairment\NoImpairment (734).jpg,train\No Impairment\NoImpairment (734).jpg,train,No Impairment,0.514846,109.33,10,1,success
NoImpairment (735).jpg,data\train\No Impairment\NoImpairment (735).jpg,train\No Impairment\NoImpairment (735).jpg,train,No Impairment,0.19433,140.16,10,1,success
NoImpairment (736).jpg,data\train\No Impairment\NoImpairment (736).jpg,train\No Impairment\NoImpairment (736).jpg,train,No Impairment,1.568152,159.28,10,1,success
NoImpairment (737).jpg,data\train\No Impairment\NoImpairment (737).jpg,train\No Impairment\NoImpairment (737).jpg,train,No Impairment,0.820089,120.58,10,1,success
NoImpairment (738).jpg,data\train\No Impairment\NoImpairment (738).jpg,train\No Impairment\NoImpairment (738).jpg,train,No Impairment,0.88203,134.57,10,1,success
NoImpairment (739).jpg,data\train\No Impairment\NoImpairment (739).jpg,train\No Impairment\NoImpairment (739).jpg,train,No Impairment,0.169369,303.73,10,1,success
NoImpairment (74).jpg,data\train\No Impairment\NoImpairment (74).jpg,train\No Impairment\NoImpairment (74).jpg,train,No Impairment,0.132307,105.92,10,1,success
NoImpairment (740).jpg,data\train\No Impairment\NoImpairment (740).jpg,train\No Impairment\NoImpairment (740).jpg,train,No Impairment,0.681594,115.07,10,1,success
NoImpairment (741).jpg,data\train\No Impairment\NoImpairment (741).jpg,train\No Impairment\NoImpairment (741).jpg,train,No Impairment,0.187022,110.19,10,1,success
NoImpairment (742).jpg,data\train\No Impairment\NoImpairment (742).jpg,train\No Impairment\NoImpairment (742).jpg,train,No Impairment,0.862582,124.18,10,1,success
NoImpairment (743).jpg,data\train\No Impairment\NoImpairment (743).jpg,train\No Impairment\NoImpairment (743).jpg,train,No Impairment,0.033336,134.54,10,1,success
NoImpairment (744).jpg,data\train\No Impairment\NoImpairment (744).jpg,train\No Impairment\NoImpairment (744).jpg,train,No Impairment,0.394067,122.43,10,1,success
NoImpairment (745).jpg,data\train\No Impairment\NoImpairment (745).jpg,train\No Impairment\NoImpairment (745).jpg,train,No Impairment,0.858697,113.51,10,1,success
NoImpairment (746).jpg,data\train\No Impairment\NoImpairment (746).jpg,train\No Impairment\NoImpairment (746).jpg,train,No Impairment,0.601045,115.28,10,1,success
NoImpairment (747).jpg,data\train\No Impairment\NoImpairment (747).jpg,train\No Impairment\NoImpairment (747).jpg,train,No Impairment,0.632017,117.14,10,1,success
NoImpairment (748).jpg,data\train\No Impairment\NoImpairment (748).jpg,train\No Impairment\NoImpairment (748).jpg,train,No Impairment,1.926662,118.83,10,1,success
NoImpairment (749).jpg,data\train\No Impairment\NoImpairment (749).jpg,train\No Impairment\NoImpairment (749).jpg,train,No Impairment,0.098763,121.99,10,1,success
NoImpairment (75).jpg,data\train\No Impairment\NoImpairment (75).jpg,train\No Impairment\NoImpairment (75).jpg,train,No Impairment,0.786858,116.17,10,1,success
NoImpairment (750).jpg,data\train\No Impairment\NoImpairment (750).jpg,train\No Impairment\NoImpairment (750).jpg,train,No Impairment,0.942437,112.71,10,1,success
NoImpairment (751).jpg,data\train\No Impairment\NoImpairment (751).jpg,train\No Impairment\NoImpairment (751).jpg,train,No Impairment,0.650066,115.1,10,1,success
NoImpairment (752).jpg,data\train\No Impairment\NoImpairment (752).jpg,train\No Impairment\NoImpairment (752).jpg,train,No Impairment,1.044873,109.47,10,1,success
NoImpairment (753).jpg,data\train\No Impairment\NoImpairment (753).jpg,train\No Impairment\NoImpairment (753).jpg,train,No Impairment,1.136499,123.38,10,1,success
NoImpairment (754).jpg,data\train\No Impairment\NoImpairment (754).jpg,train\No Impairment\NoImpairment (754).jpg,train,No Impairment,0.300338,103.81,10,1,success
NoImpairment (755).jpg,data\train\No Impairment\NoImpairment (755).jpg,train\No Impairment\NoImpairment (755).jpg,train,No Impairment,0.787807,107.08,10,1,success
NoImpairment (756).jpg,data\train\No Impairment\NoImpairment (756).jpg,train\No Impairment\NoImpairment (756).jpg,train,No Impairment,0.969835,125.09,10,1,success
NoImpairment (757).jpg,data\train\No Impairment\NoImpairment (757).jpg,train\No Impairment\NoImpairment (757).jpg,train,No Impairment,0.651939,126.6,10,1,success
NoImpairment (758).jpg,data\train\No Impairment\NoImpairment (758).jpg,train\No Impairment\NoImpairment (758).jpg,train,No Impairment,0.177285,110.06,10,1,success
NoImpairment (759).jpg,data\train\No Impairment\NoImpairment (759).jpg,train\No Impairment\NoImpairment (759).jpg,train,No Impairment,0.938438,111.79,10,1,success
NoImpairment (76).jpg,data\train\No Impairment\NoImpairment (76).jpg,train\No Impairment\NoImpairment (76).jpg,train,No Impairment,1.088647,140.83,10,1,success
NoImpairment (760).jpg,data\train\No Impairment\NoImpairment (760).jpg,train\No Impairment\NoImpairment (760).jpg,train,No Impairment,0.098509,141.35,10,1,success
NoImpairment (761).jpg,data\train\No Impairment\NoImpairment (761).jpg,train\No Impairment\NoImpairment (761).jpg,train,No Impairment,0.896913,137.14,10,1,success
NoImpairment (762).jpg,data\train\No Impairment\NoImpairment (762).jpg,train\No Impairment\NoImpairment (762).jpg,train,No Impairment,0.49086,119.86,10,1,success
NoImpairment (763).jpg,data\train\No Impairment\NoImpairment (763).jpg,train\No Impairment\NoImpairment (763).jpg,train,No Impairment,0.096039,110.09,10,1,success
NoImpairment (764).jpg,data\train\No Impairment\NoImpairment (764).jpg,train\No Impairment\NoImpairment (764).jpg,train,No Impairment,0.002139,110.82,10,1,success
NoImpairment (765).jpg,data\train\No Impairment\NoImpairment (765).jpg,train\No Impairment\NoImpairment (765).jpg,train,No Impairment,0.645638,106.75,10,1,success
NoImpairment (766).jpg,data\train\No Impairment\NoImpairment (766).jpg,train\No Impairment\NoImpairment (766).jpg,train,No Impairment,0.927629,110.05,10,1,success
NoImpairment (767).jpg,data\train\No Impairment\NoImpairment (767).jpg,train\No Impairment\NoImpairment (767).jpg,train,No Impairment,0.319098,112.83,10,1,success
NoImpairment (768).jpg,data\train\No Impairment\NoImpairment (768).jpg,train\No Impairment\NoImpairment (768).jpg,train,No Impairment,0.965484,137.06,10,1,success
NoImpairment (769).jpg,data\train\No Impairment\NoImpairment (769).jpg,train\No Impairment\NoImpairment (769).jpg,train,No Impairment,0.765988,121.99,10,1,success
NoImpairment (77).jpg,data\train\No Impairment\NoImpairment (77).jpg,train\No Impairment\NoImpairment (77).jpg,train,No Impairment,1.515998,136.63,10,1,success
NoImpairment (770).jpg,data\train\No Impairment\NoImpairment (770).jpg,train\No Impairment\NoImpairment (770).jpg,train,No Impairment,0.022889,107.67,10,1,success
NoImpairment (771).jpg,data\train\No Impairment\NoImpairment (771).jpg,train\No Impairment\NoImpairment (771).jpg,train,No Impairment,0.887453,99.43,10,1,success
NoImpairment (772).jpg,data\train\No Impairment\NoImpairment (772).jpg,train\No Impairment\NoImpairment (772).jpg,train,No Impairment,0.341665,93.88,10,1,success
NoImpairment (773).jpg,data\train\No Impairment\NoImpairment (773).jpg,train\No Impairment\NoImpairment (773).jpg,train,No Impairment,0.750292,99.23,10,1,success
NoImpairment (774).jpg,data\train\No Impairment\NoImpairment (774).jpg,train\No Impairment\NoImpairment (774).jpg,train,No Impairment,1.473548,129.88,10,1,success
NoImpairment (775).jpg,data\train\No Impairment\NoImpairment (775).jpg,train\No Impairment\NoImpairment (775).jpg,train,No Impairment,0.003595,119.6,10,1,success
NoImpairment (776).jpg,data\train\No Impairment\NoImpairment (776).jpg,train\No Impairment\NoImpairment (776).jpg,train,No Impairment,0.963695,125.07,10,1,success
NoImpairment (777).jpg,data\train\No Impairment\NoImpairment (777).jpg,train\No Impairment\NoImpairment (777).jpg,train,No Impairment,1.129122,135.87,10,1,success
NoImpairment (778).jpg,data\train\No Impairment\NoImpairment (778).jpg,train\No Impairment\NoImpairment (778).jpg,train,No Impairment,0.690636,145.23,10,1,success
NoImpairment (779).jpg,data\train\No Impairment\NoImpairment (779).jpg,train\No Impairment\NoImpairment (779).jpg,train,No Impairment,0.465029,117.98,10,1,success
NoImpairment (78).jpg,data\train\No Impairment\NoImpairment (78).jpg,train\No Impairment\NoImpairment (78).jpg,train,No Impairment,0.721177,120.66,10,1,success
NoImpairment (780).jpg,data\train\No Impairment\NoImpairment (780).jpg,train\No Impairment\NoImpairment (780).jpg,train,No Impairment,0.548684,104.6,10,1,success
NoImpairment (781).jpg,data\train\No Impairment\NoImpairment (781).jpg,train\No Impairment\NoImpairment (781).jpg,train,No Impairment,0.29683,117.06,10,1,success
NoImpairment (782).jpg,data\train\No Impairment\NoImpairment (782).jpg,train\No Impairment\NoImpairment (782).jpg,train,No Impairment,0.973766,115.43,10,1,success
NoImpairment (783).jpg,data\train\No Impairment\NoImpairment (783).jpg,train\No Impairment\NoImpairment (783).jpg,train,No Impairment,0.045218,126.09,10,1,success
NoImpairment (784).jpg,data\train\No Impairment\NoImpairment (784).jpg,train\No Impairment\NoImpairment (784).jpg,train,No Impairment,0.479118,123.18,10,1,success
NoImpairment (785).jpg,data\train\No Impairment\NoImpairment (785).jpg,train\No Impairment\NoImpairment (785).jpg,train,No Impairment,0.788473,140.8,10,1,success
NoImpairment (786).jpg,data\train\No Impairment\NoImpairment (786).jpg,train\No Impairment\NoImpairment (786).jpg,train,No Impairment,0.840838,143.98,10,1,success
NoImpairment (787).jpg,data\train\No Impairment\NoImpairment (787).jpg,train\No Impairment\NoImpairment (787).jpg,train,No Impairment,0.524747,143.26,10,1,success
NoImpairment (788).jpg,data\train\No Impairment\NoImpairment (788).jpg,train\No Impairment\NoImpairment (788).jpg,train,No Impairment,0.830699,127.83,10,1,success
NoImpairment (789).jpg,data\train\No Impairment\NoImpairment (789).jpg,train\No Impairment\NoImpairment (789).jpg,train,No Impairment,1.364417,132.54,10,1,success
NoImpairment (79).jpg,data\train\No Impairment\NoImpairment (79).jpg,train\No Impairment\NoImpairment (79).jpg,train,No Impairment,0.007378,121.78,10,1,success
NoImpairment (790).jpg,data\train\No Impairment\NoImpairment (790).jpg,train\No Impairment\NoImpairment (790).jpg,train,No Impairment,0.901788,164.91,10,1,success
NoImpairment (791).jpg,data\train\No Impairment\NoImpairment (791).jpg,train\No Impairment\NoImpairment (791).jpg,train,No Impairment,0.127668,134.06,10,1,success
NoImpairment (792).jpg,data\train\No Impairment\NoImpairment (792).jpg,train\No Impairment\NoImpairment (792).jpg,train,No Impairment,1.060424,136.35,10,1,success
NoImpairment (793).jpg,data\train\No Impairment\NoImpairment (793).jpg,train\No Impairment\NoImpairment (793).jpg,train,No Impairment,0.42607,134.18,10,1,success
NoImpairment (794).jpg,data\train\No Impairment\NoImpairment (794).jpg,train\No Impairment\NoImpairment (794).jpg,train,No Impairment,0.936629,133.81,10,1,success
NoImpairment (795).jpg,data\train\No Impairment\NoImpairment (795).jpg,train\No Impairment\NoImpairment (795).jpg,train,No Impairment,0.371476,139.95,10,1,success
NoImpairment (796).jpg,data\train\No Impairment\NoImpairment (796).jpg,train\No Impairment\NoImpairment (796).jpg,train,No Impairment,0.484352,163.31,10,1,success
NoImpairment (797).jpg,data\train\No Impairment\NoImpairment (797).jpg,train\No Impairment\NoImpairment (797).jpg,train,No Impairment,0.308612,125.37,10,1,success
NoImpairment (798).jpg,data\train\No Impairment\NoImpairment (798).jpg,train\No Impairment\NoImpairment (798).jpg,train,No Impairment,0.042538,130.25,10,1,success
NoImpairment (799).jpg,data\train\No Impairment\NoImpairment (799).jpg,train\No Impairment\NoImpairment (799).jpg,train,No Impairment,0.780331,125.05,10,1,success
NoImpairment (8).jpg,data\train\No Impairment\NoImpairment (8).jpg,train\No Impairment\NoImpairment (8).jpg,train,No Impairment,0.547214,137.33,10,1,success
NoImpairment (80).jpg,data\train\No Impairment\NoImpairment (80).jpg,train\No Impairment\NoImpairment (80).jpg,train,No Impairment,1.025579,140.19,10,1,success
NoImpairment (800).jpg,data\train\No Impairment\NoImpairment (800).jpg,train\No Impairment\NoImpairment (800).jpg,train,No Impairment,0.459298,157.71,10,1,success
NoImpairment (801).jpg,data\train\No Impairment\NoImpairment (801).jpg,train\No Impairment\NoImpairment (801).jpg,train,No Impairment,0.664731,160.44,10,1,success
NoImpairment (802).jpg,data\train\No Impairment\NoImpairment (802).jpg,train\No Impairment\NoImpairment (802).jpg,train,No Impairment,0.968635,146.46,10,1,success
NoImpairment (803).jpg,data\train\No Impairment\NoImpairment (803).jpg,train\No Impairment\NoImpairment (803).jpg,train,No Impairment,0.076393,139.18,10,1,success
NoImpairment (804).jpg,data\train\No Impairment\NoImpairment (804).jpg,train\No Impairment\NoImpairment (804).jpg,train,No Impairment,0.873235,153.01,10,1,success
NoImpairment (805).jpg,data\train\No Impairment\NoImpairment (805).jpg,train\No Impairment\NoImpairment (805).jpg,train,No Impairment,1.036566,175.56,10,1,success
NoImpairment (806).jpg,data\train\No Impairment\NoImpairment (806).jpg,train\No Impairment\NoImpairment (806).jpg,train,No Impairment,0.07274,135.39,10,1,success
NoImpairment (807).jpg,data\train\No Impairment\NoImpairment (807).jpg,train\No Impairment\NoImpairment (807).jpg,train,No Impairment,1.561235,147.29,10,1,success
NoImpairment (808).jpg,data\train\No Impairment\NoImpairment (808).jpg,train\No Impairment\NoImpairment (808).jpg,train,No Impairment,0.455063,147.62,10,1,success
NoImpairment (809).jpg,data\train\No Impairment\NoImpairment (809).jpg,train\No Impairment\NoImpairment (809).jpg,train,No Impairment,0.706606,173.87,10,1,success
NoImpairment (81).jpg,data\train\No Impairment\NoImpairment (81).jpg,train\No Impairment\NoImpairment (81).jpg,train,No Impairment,1.358098,191.98,10,1,success
NoImpairment (810).jpg,data\train\No Impairment\NoImpairment (810).jpg,train\No Impairment\NoImpairment (810).jpg,train,No Impairment,0.001303,175.28,10,1,success
NoImpairment (811).jpg,data\train\No Impairment\NoImpairment (811).jpg,train\No Impairment\NoImpairment (811).jpg,train,No Impairment,0.938799,173.72,10,1,success
NoImpairment (812).jpg,data\train\No Impairment\NoImpairment (812).jpg,train\No Impairment\NoImpairment (812).jpg,train,No Impairment,0.198476,169.2,10,1,success
NoImpairment (813).jpg,data\train\No Impairment\NoImpairment (813).jpg,train\No Impairment\NoImpairment (813).jpg,train,No Impairment,0.961484,163.57,10,1,success
NoImpairment (814).jpg,data\train\No Impairment\NoImpairment (814).jpg,train\No Impairment\NoImpairment (814).jpg,train,No Impairment,0.495587,125.18,10,1,success
NoImpairment (815).jpg,data\train\No Impairment\NoImpairment (815).jpg,train\No Impairment\NoImpairment (815).jpg,train,No Impairment,1.699321,143.67,10,1,success
NoImpairment (816).jpg,data\train\No Impairment\NoImpairment (816).jpg,train\No Impairment\NoImpairment (816).jpg,train,No Impairment,1.329694,127.63,10,1,success
NoImpairment (817).jpg,data\train\No Impairment\NoImpairment (817).jpg,train\No Impairment\NoImpairment (817).jpg,train,No Impairment,0.436776,129.79,10,1,success
NoImpairment (818).jpg,data\train\No Impairment\NoImpairment (818).jpg,train\No Impairment\NoImpairment (818).jpg,train,No Impairment,0.003818,125.4,10,1,success
NoImpairment (819).jpg,data\train\No Impairment\NoImpairment (819).jpg,train\No Impairment\NoImpairment (819).jpg,train,No Impairment,0.242715,152.51,10,1,success
NoImpairment (82).jpg,data\train\No Impairment\NoImpairment (82).jpg,train\No Impairment\NoImpairment (82).jpg,train,No Impairment,0.304892,122.69,10,1,success
NoImpairment (820).jpg,data\train\No Impairment\NoImpairment (820).jpg,train\No Impairment\NoImpairment (820).jpg,train,No Impairment,0.604561,124.1,10,1,success
NoImpairment (821).jpg,data\train\No Impairment\NoImpairment (821).jpg,train\No Impairment\NoImpairment (821).jpg,train,No Impairment,0.674623,133.52,10,1,success
NoImpairment (822).jpg,data\train\No Impairment\NoImpairment (822).jpg,train\No Impairment\NoImpairment (822).jpg,train,No Impairment,0.019485,407.1,10,1,success
NoImpairment (823).jpg,data\train\No Impairment\NoImpairment (823).jpg,train\No Impairment\NoImpairment (823).jpg,train,No Impairment,0.990854,146.22,10,1,success
NoImpairment (824).jpg,data\train\No Impairment\NoImpairment (824).jpg,train\No Impairment\NoImpairment (824).jpg,train,No Impairment,0.838515,106.6,10,1,success
NoImpairment (825).jpg,data\train\No Impairment\NoImpairment (825).jpg,train\No Impairment\NoImpairment (825).jpg,train,No Impairment,0.278917,114.11,10,1,success
NoImpairment (826).jpg,data\train\No Impairment\NoImpairment (826).jpg,train\No Impairment\NoImpairment (826).jpg,train,No Impairment,1.028838,122.44,10,1,success
NoImpairment (827).jpg,data\train\No Impairment\NoImpairment (827).jpg,train\No Impairment\NoImpairment (827).jpg,train,No Impairment,0.015596,119.3,10,1,success
NoImpairment (828).jpg,data\train\No Impairment\NoImpairment (828).jpg,train\No Impairment\NoImpairment (828).jpg,train,No Impairment,1.270303,118.63,10,1,success
NoImpairment (829).jpg,data\train\No Impairment\NoImpairment (829).jpg,train\No Impairment\NoImpairment (829).jpg,train,No Impairment,0.319862,137.27,10,1,success
NoImpairment (83).jpg,data\train\No Impairment\NoImpairment (83).jpg,train\No Impairment\NoImpairment (83).jpg,train,No Impairment,0.566805,118.61,10,1,success
NoImpairment (830).jpg,data\train\No Impairment\NoImpairment (830).jpg,train\No Impairment\NoImpairment (830).jpg,train,No Impairment,0.186549,116.22,10,1,success
NoImpairment (831).jpg,data\train\No Impairment\NoImpairment (831).jpg,train\No Impairment\NoImpairment (831).jpg,train,No Impairment,0.848465,125.0,10,1,success
NoImpairment (832).jpg,data\train\No Impairment\NoImpairment (832).jpg,train\No Impairment\NoImpairment (832).jpg,train,No Impairment,0.898797,120.28,10,1,success
NoImpairment (833).jpg,data\train\No Impairment\NoImpairment (833).jpg,train\No Impairment\NoImpairment (833).jpg,train,No Impairment,0.394061,125.38,10,1,success
NoImpairment (834).jpg,data\train\No Impairment\NoImpairment (834).jpg,train\No Impairment\NoImpairment (834).jpg,train,No Impairment,0.328599,136.59,10,1,success
NoImpairment (835).jpg,data\train\No Impairment\NoImpairment (835).jpg,train\No Impairment\NoImpairment (835).jpg,train,No Impairment,0.42284,118.16,10,1,success
NoImpairment (836).jpg,data\train\No Impairment\NoImpairment (836).jpg,train\No Impairment\NoImpairment (836).jpg,train,No Impairment,0.006107,111.43,10,1,success
